-5	-5	-5	-9.40705	
-5	-4.95	-4.95	-9.40705	
-5	-4.9	-4.9	-9.40705	
-5	-4.85	-4.85	-9.40705	
-5	-4.8	-4.8	-9.40705	
-5	-4.75	-4.75	-9.40705	
-5	-4.7	-4.7	-9.40705	
-5	-4.65	-4.65	-9.40705	
-5	-4.6	-4.6	-9.40705	
-5	-4.55	-4.55	-9.40705	
-5	-4.5	-4.5	-9.40705	
-5	-4.45	-4.45	-9.40705	
-5	-4.4	-4.4	-9.40705	
-5	-4.35	-4.35	-9.40705	
-5	-4.3	-4.3	-9.40705	
-5	-4.25	-4.25	-9.40705	
-5	-4.2	-4.2	-9.40705	
-5	-4.15	-4.15	-9.40705	
-5	-4.1	-4.1	-9.40705	
-5	-4.05	-4.05	-9.40705	
-5	-4	-4	-9.40705	
-5	-3.95	-3.95	-9.40705	
-5	-3.9	-3.9	-9.40705	
-5	-3.85	-3.85	-9.40705	
-5	-3.8	-3.8	-9.40705	
-5	-3.75	-3.75	-9.40705	
-5	-3.7	-3.7	-9.40705	
-5	-3.65	-3.65	-9.40705	
-5	-3.6	-3.6	-9.40705	
-5	-3.55	-3.55	-9.40705	
-5	-3.5	-3.5	-9.40705	
-5	-3.45	-3.45	-9.40705	
-5	-3.4	-3.4	-9.40705	
-5	-3.35	-3.35	-9.40705	
-5	-3.3	-3.3	-9.40705	
-5	-3.25	-3.25	-9.40705	
-5	-3.2	-3.2	-9.40705	
-5	-3.15	-3.15	-9.40705	
-5	-3.1	-3.1	-9.40705	
-5	-3.05	-3.05	-9.40705	
-5	-3	-3	-9.40705	
-5	-2.95	-2.95	-9.40705	
-5	-2.9	-2.9	-9.40705	
-5	-2.85	-2.85	-9.40705	
-5	-2.8	-2.8	-9.40705	
-5	-2.75	-2.75	-9.40705	
-5	-2.7	-2.7	-9.40705	
-5	-2.65	-2.65	-9.40705	
-5	-2.6	-2.6	-9.40705	
-5	-2.55	-2.55	-9.40705	
-5	-2.5	-2.5	-9.40705	
-5	-2.45	-2.45	-9.40705	
-5	-2.4	-2.4	-9.40705	
-5	-2.35	-2.35	-9.40705	
-5	-2.3	-2.3	-9.40705	
-5	-2.25	-2.25	-9.40705	
-5	-2.2	-2.2	-9.40705	
-5	-2.15	-2.15	-9.40705	
-5	-2.1	-2.1	-9.40705	
-5	-2.05	-2.05	-9.40705	
-5	-2	-2	-9.40705	
-5	-1.95	-1.95	-9.40705	
-5	-1.9	-1.9	-9.40705	
-5	-1.85	-1.85	-9.40705	
-5	-1.8	-1.8	-9.40705	
-5	-1.75	-1.75	-9.40705	
-5	-1.7	-1.7	-9.40705	
-5	-1.65	-1.65	-9.40705	
-5	-1.6	-1.6	-9.40705	
-5	-1.55	-1.55	-9.40705	
-5	-1.5	-1.5	-9.40705	
-5	-1.45	-1.45	-9.40705	
-5	-1.4	-1.4	-9.40705	
-5	-1.35	-1.35	-9.40705	
-5	-1.3	-1.3	-9.40705	
-5	-1.25	-1.25	-9.40705	
-5	-1.2	-1.2	-9.40705	
-5	-1.15	-1.15	-9.40705	
-5	-1.1	-1.1	-9.40705	
-5	-1.05	-1.05	-9.40705	
-5	-1	-1	-9.40705	
-5	-0.95	-0.95	-9.40705	
-5	-0.9	-0.9	-9.40705	
-5	-0.85	-0.85	-9.40705	
-5	-0.8	-0.8	-9.40705	
-5	-0.75	-0.75	-9.40705	
-5	-0.7	-0.7	-9.40705	
-5	-0.65	-0.65	-9.40705	
-5	-0.6	-0.6	-9.40705	
-5	-0.55	-0.55	-9.40705	
-5	-0.5	-0.5	-9.40705	
-5	-0.45	-0.45	-9.40705	
-5	-0.4	-0.4	-9.40705	
-5	-0.35	-0.35	-9.40705	
-5	-0.3	-0.3	-9.40705	
-5	-0.25	-0.25	-9.40705	
-5	-0.2	-0.2	-9.40705	
-5	-0.15	-0.15	-9.40705	
-5	-0.1	-0.1	-9.40705	
-5	-0.05	-0.05	-9.40705	
-5	0	0	-9.40705	
-5	0.05	0.05	-9.40705	
-5	0.1	0.1	-9.40705	
-5	0.15	0.15	-9.40705	
-5	0.2	0.2	-9.40705	
-5	0.25	0.25	-9.40705	
-5	0.3	0.3	-9.40705	
-5	0.35	0.35	-9.40705	
-5	0.4	0.4	-9.40705	
-5	0.45	0.45	-9.40705	
-5	0.5	0.5	-9.40705	
-5	0.55	0.55	-9.40705	
-5	0.6	0.6	-9.40705	
-5	0.65	0.65	-9.40705	
-5	0.7	0.7	-9.40705	
-5	0.75	0.75	-9.40705	
-5	0.8	0.8	-9.40705	
-5	0.85	0.85	-9.40705	
-5	0.9	0.9	-9.40705	
-5	0.95	0.95	-9.40705	
-5	1	1	-9.40705	
-5	1.05	1.05	-9.40705	
-5	1.1	1.1	-9.40705	
-5	1.15	1.15	-9.40705	
-5	1.2	1.2	-9.40705	
-5	1.25	1.25	-9.40705	
-5	1.3	1.3	-9.40705	
-5	1.35	1.35	-9.40705	
-5	1.4	1.4	-9.40705	
-5	1.45	1.45	-9.40705	
-5	1.5	1.5	-9.40705	
-5	1.55	1.55	-9.40705	
-5	1.6	1.6	-9.40705	
-5	1.65	1.65	-9.40705	
-5	1.7	1.7	-9.40705	
-5	1.75	1.75	-9.40705	
-5	1.8	1.8	-9.40705	
-5	1.85	1.85	-9.40705	
-5	1.9	1.9	-9.40705	
-5	1.95	1.95	-9.40705	
-5	2	2	-9.40705	
-5	2.05	2.05	-9.40705	
-5	2.1	2.1	-9.40705	
-5	2.15	2.15	-9.40705	
-5	2.2	2.2	-9.40705	
-5	2.25	2.25	-9.40705	
-5	2.3	2.3	-9.40705	
-5	2.35	2.35	-9.40705	
-5	2.4	2.4	-9.40705	
-5	2.45	2.45	-9.40705	
-5	2.5	2.5	-9.40705	
-5	2.55	2.55	-9.40705	
-5	2.6	2.6	-9.40705	
-5	2.65	2.65	-9.40705	
-5	2.7	2.7	-9.40705	
-5	2.75	2.75	-9.40705	
-5	2.8	2.8	-9.40705	
-5	2.85	2.85	-9.40705	
-5	2.9	2.9	-9.40705	
-5	2.95	2.95	-9.40705	
-5	3	3	-9.40705	
-5	3.05	3.05	-9.40705	
-5	3.1	3.1	-9.40705	
-5	3.15	3.15	-9.40705	
-5	3.2	3.2	-9.40705	
-5	3.25	3.25	-9.40705	
-5	3.3	3.3	-9.40705	
-5	3.35	3.35	-9.40705	
-5	3.4	3.4	-9.40705	
-5	3.45	3.45	-9.40705	
-5	3.5	3.5	-9.40705	
-5	3.55	3.55	-9.40705	
-5	3.6	3.6	-9.40705	
-5	3.65	3.65	-9.40705	
-5	3.7	3.7	-9.40705	
-5	3.75	3.75	-9.40705	
-5	3.8	3.8	-9.40705	
