18.5858	7.72212	
18.403	7.69241	
18.2389	7.66694	
18.0928	7.64503	
17.9639	7.62605	
17.8513	7.60945	
17.7544	7.59472	
17.6723	7.58138	
17.6043	7.56902	
17.5496	7.55727	
17.5075	7.54577	
17.4771	7.53423	
17.4577	7.52238	
17.4487	7.50996	
17.4494	7.49677	
17.4589	7.48261	
17.4766	7.46732	
17.502	7.45075	
17.5342	7.43278	
17.5728	7.4133	
17.617	7.39221	
17.6663	7.36945	
17.7201	7.34496	
17.7779	7.31869	
17.839	7.29059	
17.903	7.26066	
17.9694	7.22887	
18.0377	7.19523	
18.1074	7.15973	
18.1781	7.12239	
18.2493	7.08322	
18.3207	7.04225	
18.3917	6.99952	
18.4622	6.95505	
18.5317	6.90889	
18.5999	6.86109	
18.6664	6.81169	
18.731	6.76074	
18.7934	6.7083	
18.8534	6.65443	
18.9106	6.59918	
18.9649	6.54261	
19.016	6.48479	
19.0637	6.42578	
19.108	6.36565	
19.1485	6.30445	
19.1852	6.24225	
19.2178	6.17912	
19.2464	6.11512	
19.2708	6.05031	
19.2909	5.98477	
19.3066	5.91855	
19.3178	5.85171	
19.3245	5.78432	
19.3267	5.71644	
19.3242	5.64812	
19.3172	5.57943	
19.3055	5.51043	
19.2892	5.44116	
19.2682	5.37168	
19.2427	5.30205	
19.2125	5.23232	
19.1778	5.16253	
19.1386	5.09274	
19.0949	5.02299	
19.0467	4.95333	
18.9942	4.8838	
18.9374	4.81444	
18.8763	4.74529	
18.811	4.6764	
18.7417	4.60779	
18.6683	4.5395	
18.591	4.47158	
18.5099	4.40404	
18.425	4.33692	
18.3364	4.27026	
18.2443	4.20407	
18.1487	4.13838	
18.0497	4.07322	
17.9475	4.00861	
17.8421	3.94458	
17.7337	3.88114	
17.6223	3.81831	
17.5081	3.75611	
17.3911	3.69456	
17.2715	3.63368	
17.1494	3.57347	
17.0248	3.51395	
16.898	3.45514	
16.7689	3.39704	
16.6377	3.33966	
16.5045	3.28301	
16.3694	3.22711	
16.2325	3.17195	
16.0939	3.11755	
15.9538	3.0639	
15.8121	3.01102	
15.669	2.95891	
15.5246	2.90756	
15.3791	2.85699	
15.2323	2.80719	
15.0846	2.75816	
14.9359	2.7099	
14.7864	2.66242	
14.6361	2.61571	
14.4851	2.56977	
14.3335	2.5246	
14.1814	2.48019	
14.0289	2.43654	
13.8759	2.39365	
13.7227	2.35151	
13.5693	2.31012	
13.4157	2.26948	
13.262	2.22957	
13.1083	2.1904	
12.9546	2.15195	
12.801	2.11422	
12.6476	2.0772	
12.4945	2.04089	
12.3416	2.00527	
12.189	1.97035	
12.0368	1.93611	
11.8851	1.90255	
11.7338	1.86965	
11.5831	1.83741	
11.433	1.80582	
11.2834	1.77488	
11.1346	1.74456	
10.9864	1.71487	
10.839	1.68579	
10.6923	1.65732	
10.5465	1.62945	
10.4015	1.60216	
10.2574	1.57546	
10.1142	1.54932	
9.97198	1.52373	
9.83069	1.4987	
9.69039	1.47421	
9.55111	1.45025	
9.41287	1.42682	
9.27569	1.40389	
9.13959	1.38147	
9.0046	1.35954	
8.87073	1.33809	
8.738	1.31712	
8.60642	1.29661	
8.47602	1.27656	
8.3468	1.25696	
8.21878	1.23779	
8.09196	1.21905	
7.96637	1.20073	
7.84201	1.18282	
7.71888	1.16531	
7.59701	1.1482	
7.47638	1.13147	
7.35702	1.11511	
7.23893	1.09913	
7.12211	1.0835	
7.00657	1.06822	
6.8923	1.05328	
6.77932	1.03868	
6.66762	1.0244	
6.55721	1.01044	
6.44808	0.996792	
6.34024	0.983446	
6.23368	0.970395	
6.12841	0.957631	
6.02442	0.945148	
5.92171	0.932939	
5.82028	0.920995	
5.72013	0.909311	
5.62125	0.897879	
5.52363	0.886693	
5.42728	0.875746	
5.33218	0.865032	
5.23834	0.854544	
5.14574	0.844277	
5.05439	0.834223	
4.96427	0.824378	
4.87537	0.814736	
4.7877	0.80529	
4.70124	0.796035	
4.61599	0.786967	
4.53194	0.778078	
4.44907	0.769365	
4.36739	0.760822	
4.28689	0.752444	
4.20754	0.744226	
4.12936	0.736164	
4.05231	0.728253	
3.97641	0.720489	
3.90164	0.712866	
3.82798	0.705381	
3.75543	0.69803	
3.68398	0.690809	
3.61362	0.683713	
3.54434	0.676739	
3.47613	0.669883	
3.40897	0.663141	
3.34286	0.65651	
3.2778	0.649987	
3.21375	0.643568	
3.15073	0.637249	
3.0887	0.631029	
3.02768	0.624903	
2.96763	0.618868	
2.90857	0.612923	
2.85046	0.607064	
2.7933	0.601288	
2.73709	0.595592	
2.68181	0.589975	
2.62744	0.584434	
2.57399	0.578966	
2.52143	0.573569	
2.46976	0.568241	
2.41896	0.562979	
2.36903	0.557783	
2.31995	0.552649	
2.27172	0.547575	
2.22432	0.542561	
2.17774	0.537603	
2.13197	0.532701	
2.08701	0.527853	
2.04283	0.523056	
1.99944	0.51831	
1.95681	0.513613	
1.91494	0.508964	
1.87382	0.50436	
1.83344	0.499802	
1.79379	0.495287	
1.75486	0.490814	
1.71663	0.486382	
1.67911	0.481991	
1.64227	0.477638	
1.60611	0.473323	
1.57061	0.469045	
1.53578	0.464803	
1.5016	0.460596	
1.46805	0.456423	
1.43514	0.452283	
1.40284	0.448176	
1.37116	0.444101	
1.34008	0.440056	
1.30959	0.436042	
1.27968	0.432057	
1.25036	0.428101	
1.22159	0.424173	
1.19339	0.420274	
1.16573	0.416401	
1.13861	0.412555	
1.11203	0.408736	
1.08596	0.404942	
1.06042	0.401173	
1.03537	0.397429	
1.01083	0.39371	
0.986778	0.390015	
0.963207	0.386343	
0.94011	0.382695	
0.917479	0.37907	
0.895307	0.375467	
0.873587	0.371888	
0.852309	0.36833	
0.831468	0.364794	
0.811056	0.36128	
0.791065	0.357788	
0.771489	0.354316	
0.75232	0.350866	
0.733551	0.347437	
0.715175	0.344028	
0.697186	0.34064	
0.679577	0.337273	
0.662341	0.333926	
0.645471	0.330599	
0.628962	0.327292	
0.612806	0.324005	
0.596998	0.320738	
0.581531	0.317491	
0.5664	0.314263	
0.551597	0.311055	
0.537118	0.307867	
0.522955	0.304698	
0.509105	0.301549	
0.49556	0.298419	
0.482316	0.295308	
0.469366	0.292217	
0.456705	0.289144	
0.444328	0.286092	
0.432229	0.283058	
0.420404	0.280044	
0.408847	0.277049	
0.397553	0.274073	
0.386517	0.271116	
0.375734	0.268178	
0.3652	0.26526	
0.354909	0.26236	
0.344857	0.25948	
0.335039	0.256619	
0.32545	0.253777	
0.316087	0.250954	
0.306945	0.248151	
0.298019	0.245366	
0.289305	0.242601	
0.280799	0.239855	
0.272497	0.237128	
0.264395	0.23442	
0.256489	0.231732	
0.248774	0.229062	
0.241247	0.226412	
0.233904	0.223781	
0.226742	0.221169	
0.219756	0.218577	
0.212944	0.216003	
0.206301	0.213449	
0.199824	0.210914	
0.193509	0.208398	
0.187354	0.205902	
0.181355	0.203425	
0.175508	0.200966	
0.16981	0.198528	
0.164259	0.196108	
0.158851	0.193708	
0.153582	0.191326	
0.148451	0.188964	
0.143454	0.186621	
0.138588	0.184298	
0.133851	0.181993	
0.129239	0.179708	
0.12475	0.177441	
0.120381	0.175194	
0.11613	0.172966	
0.111993	0.170757	
0.107969	0.168567	
0.104055	0.166396	
0.100248	0.164244	
0.0965464	0.162111	
0.0929473	0.159997	
0.0894485	0.157902	
0.0860477	0.155825	
0.0827428	0.153768	
0.0795314	0.151729	
0.0764116	0.149709	
0.0733811	0.147708	
0.0704379	0.145725	
0.06758	0.143761	
0.0648053	0.141816	
0.0621119	0.139889	
0.059498	0.13798	
0.0569615	0.13609	
0.0545008	0.134218	
0.0521139	0.132365	
0.0497991	0.130529	
0.0475547	0.128712	
0.045379	0.126913	
0.0432703	0.125132	
0.0412269	0.12337	
0.0392474	0.121625	
0.03733	0.119897	
0.0354732	0.118188	
0.0336757	0.116496	
0.0319358	0.114822	
0.0302522	0.113166	
0.0286234	0.111527	
0.027048	0.109905	
0.0255247	0.108301	
0.0240522	0.106714	
0.0226291	0.105144	
0.0212542	0.103591	
0.0199262	0.102055	
0.018644	0.100536	
0.0174062	0.0990341	
0.0162118	0.0975487	
0.0150596	0.09608	
0.0139485	0.0946277	
0.0128774	0.093192	
0.0118452	0.0917725	
0.0108508	0.0903694	
0.00989334	0.0889824	
0.00897167	0.0876114	
0.00808486	0.0862565	
0.00723195	0.0849174	
0.006412	0.0835941	
0.00562409	0.0822864	
0.00486732	0.0809943	
0.00414083	0.0797177	
0.00344374	0.0784564	
0.00277523	0.0772104	
0.00213447	0.0759796	
0.00152067	0.0747638	
0.000933046	0.0735629	
0.000370831	0.0723769	
-0.000166719	0.0712056	
-0.000680331	0.0700489	
-0.00117072	0.0689068	
-0.00163857	0.067779	
-0.00208457	0.0666655	
-0.00250939	0.0655662	
-0.00291365	0.064481	
-0.00329801	0.0634098	
-0.00366306	0.0623523	
-0.00400942	0.0613087	
-0.00433767	0.0602786	
-0.00464839	0.0592621	
-0.00494212	0.0582589	
-0.00521942	0.0572691	
-0.00548082	0.0562924	
-0.00572683	0.0553288	
-0.00595796	0.0543781	
-0.0061747	0.0534403	
-0.00637754	0.0525151	
-0.00656693	0.0516026	
-0.00674335	0.0507026	
-0.00690722	0.049815	
-0.00705899	0.0489396	
-0.00719907	0.0480764	
-0.00732788	0.0472252	
-0.00744582	0.0463859	
-0.00755327	0.0455585	
-0.00765062	0.0447427	
-0.00773824	0.0439385	
-0.00781648	0.0431459	
-0.0078857	0.0423645	
-0.00794624	0.0415944	
-0.00799842	0.0408355	
-0.00804258	0.0400875	
-0.00807902	0.0393505	
-0.00810805	0.0386243	
-0.00812996	0.0379087	
-0.00814505	0.0372037	
-0.0081536	0.0365092	
-0.00815587	0.035825	
-0.00815213	0.0351511	
-0.00814265	0.0344873	
-0.00812766	0.0338336	
-0.00810741	0.0331897	
-0.00808215	0.0325557	
-0.00805208	0.0319313	
-0.00801745	0.0313166	
-0.00797846	0.0307113	
-0.00793532	0.0301154	
-0.00788824	0.0295287	
-0.00783741	0.0289513	
-0.00778302	0.0283829	
-0.00772526	0.0278234	
-0.00766431	0.0272728	
-0.00760034	0.0267309	
-0.00753351	0.0261977	
-0.007464	0.025673	
-0.00739195	0.0251568	
-0.00731753	0.0246488	
-0.00724088	0.0241492	
-0.00716213	0.0236576	
-0.00708144	0.0231741	
-0.00699893	0.0226985	
-0.00691474	0.0222308	
-0.00682898	0.0217708	
-0.00674178	0.0213185	
-0.00665325	0.0208737	
-0.00656352	0.0204363	
-0.00647268	0.0200063	
-0.00638083	0.0195836	
-0.00628809	0.019168	
-0.00619455	0.0187595	
-0.0061003	0.018358	
-0.00600544	0.0179634	
-0.00591004	0.0175756	
-0.0058142	0.0171945	
-0.00571799	0.0168201	
-0.00562149	0.0164521	
-0.00552478	0.0160906	
-0.00542793	0.0157355	
-0.005331	0.0153866	
-0.00523406	0.0150439	
-0.00513718	0.0147074	
-0.00504041	0.0143768	
-0.00494382	0.0140522	
-0.00484745	0.0137334	
-0.00475137	0.0134204	
-0.00465562	0.013113	
-0.00456025	0.0128113	
-0.00446531	0.0125151	
-0.00437085	0.0122244	
-0.00427689	0.011939	
-0.00418349	0.0116589	
-0.00409068	0.011384	
-0.0039985	0.0111143	
-0.00390698	0.0108496	
-0.00381616	0.0105899	
-0.00372606	0.0103351	
-0.00363672	0.0100852	
-0.00354816	0.00984002	
-0.0034604	0.00959955	
-0.00337348	0.00936371	
-0.00328742	0.00913242	
-0.00320223	0.00890562	
-0.00311794	0.00868324	
-0.00303457	0.0084652	
-0.00295213	0.00825145	
-0.00287063	0.00804191	
-0.0027901	0.00783653	
-0.00271055	0.00763523	
