0.784011	-0.138606	2.35481	-0.138927	
0.779859	-0.276438	2.35063	-0.279002	
0.772964	-0.412705	2.34363	-0.421354	
0.763367	-0.546584	2.33375	-0.567064	
0.751123	-0.677201	2.32092	-0.717146	
0.736307	-0.803617	2.30503	-0.872523	
0.719013	-0.92481	2.28598	-1.03401	
0.699357	-1.03966	2.26363	-1.20228	
0.677477	-1.14695	2.23784	-1.37787	
0.653538	-1.24532	2.20846	-1.56113	
0.627733	-1.33331	2.17534	-1.75225	
0.600285	-1.40932	2.13832	-1.95123	
0.571452	-1.47163	2.09724	-2.15791	
0.541524	-1.51842	2.05195	-2.37198	
0.510831	-1.54779	2.00231	-2.59303	
0.479742	-1.55777	1.94819	-2.82061	
0.448663	-1.54638	1.88945	-3.05434	
0.418042	-1.51163	1.82597	-3.29397	
0.388366	-1.45158	1.75765	-3.53959	
0.360161	-1.3643	1.68435	-3.79177	
0.333988	-1.24795	1.60593	-4.05178	
0.310449	-1.10063	1.52221	-4.32182	
0.290182	-0.920407	1.43297	-4.60529	
0.273866	-0.705221	1.33788	-4.90703	
0.262221	-0.452899	1.23652	-5.23346	
0.256011	-0.1615	1.12832	-5.59238	
0.256026	0.169434	1.01255	-5.9916	
0.263025	0.53528	0.888363	-6.43451	
0.277555	0.917517	0.754955	-6.90873	
0.29952	1.2671	0.612126	-7.36359	
0.327402	1.49059	0.461265	-7.68938	
0.357575	1.48292	0.306307	-7.75687	
0.384982	1.22056	0.152951	-7.53739	
0.40525	0.787305	0.00603144	-7.13585	
0.416042	0.287421	-0.132116	-6.6767	
0.416742	-0.214656	-0.261119	-6.22799	
0.407632	-0.690985	-0.381443	-5.80946	
0.38934	-1.13196	-0.493682	-5.41822	
0.362607	-1.53499	-0.598287	-5.04424	
0.328197	-1.89965	-0.695495	-4.67693	
0.286875	-2.22619	-0.785349	-4.30747	
0.2394	-2.51514	-0.867736	-3.92946	
0.186514	-2.76752	-0.942443	-3.53896	
0.128932	-2.985	-1.0092	-3.13419	
0.0673304	-3.17006	-1.06772	-2.71515	
0.00232427	-3.32603	-1.11772	-2.28319	
-0.0655438	-3.45699	-1.15897	-1.84051	
-0.13582	-3.56761	-1.19128	-1.38965	
-0.208146	-3.66296	-1.21452	-0.933201	
-0.28227	-3.74817	-1.22859	-0.473501	
-0.358038	-3.82814	-1.23345	-0.0126741	
-0.435389	-3.90698	-1.22911	0.446994	
-0.514327	-3.98716	-1.2156	0.902063	
-0.594882	-4.06808	-1.1931	1.34599	
-0.677018	-4.14376	-1.16192	1.76591	
-0.760505	-4.19997	-1.12277	2.13878	
-0.844731	-4.21317	-1.07691	2.43004	
-0.92856	-4.15611	-1.02637	2.60185	
-1.01039	-4.01233	-0.973783	2.63374	
-1.08852	-3.78906	-0.921865	2.54044	
-1.1616	-3.51324	-0.872714	2.36525	
-1.2289	-3.21497	-0.82748	2.15573	
-1.2902	-2.91581	-0.786478	1.9465	
-1.3456	-2.62704	-0.749489	1.75654	
-1.39537	-2.35269	-0.716034	1.59372	
-1.43981	-2.09297	-0.685548	1.45963	
-1.47918	-1.84633	-0.657467	1.35284	
-1.51373	-1.61068	-0.63127	1.27063	
-1.54367	-1.38387	-0.606498	1.20988	
-1.56913	-1.16396	-0.582753	1.1674	
-1.59026	-0.94925	-0.559701	1.14013	
-1.60713	-0.738281	-0.537066	1.12516	
-1.61981	-0.52984	-0.514631	1.11969	
-1.62833	-0.322915	-0.492233	1.12104	
-1.63273	-0.116681	-0.469762	1.1266	
-1.633	0.0895302	-0.447159	1.13381	
-1.62914	0.296242	-0.424416	1.14013	
-1.62115	0.503854	-0.401576	1.143	
-1.60898	0.712656	-0.378736	1.13987	
-1.59263	0.922854	-0.356039	1.12814	
-1.57206	1.13459	-0.333685	1.1052	
-1.54723	1.34799	-0.311923	1.06838	
-1.51813	1.5632	-0.29106	1.015	
-1.48469	1.78043	-0.271452	0.94235	
-1.44689	2.00006	-0.253513	0.847674	
-1.40467	2.22273	-0.23771	0.728171	
-1.35796	2.44943	-0.224571	0.580951	
